job,marital,balance,age_group,is_having_debt,Cluster
others,single,67872,gen_x,1,1
white-collar,single,7109592,millennials,1,0
white-collar,single,5463696,gen_x,1,1
others,married,5141304,gen_x,1,2
blue-collar,married,10299576,millennials,1,2
blue-collar,single,9824472,gen_x,1,1
white-collar,married,51701496,millennials,1,0
white-collar,single,1408344,gen_x,1,1
white-collar,married,1153824,gen_x,1,2
blue-collar,married,984144,gen_x,1,2
white-collar,single,4258968,gen-z,1,1
blue-collar,married,11673984,millennials,1,2
others,married,6176352,gen_x,1,2
blue-collar,single,933240,gen_x,1,1
white-collar,married,1713768,gen_x,1,2
white-collar,married,1781640,gen_x,1,2
blue-collar,single,5514600,gen_x,1,1
blue-collar,married,3359664,gen_x,1,2
entrepreneur,married,3546312,gen_x,1,2
blue-collar,married,3105144,millennials,1,2
white-collar,married,1781640,millennials,1,0
blue-collar,married,1849512,millennials,1,2
blue-collar,single,6379968,millennials,2,1
blue-collar,married,-118776,millennials,1,2
white-collar,married,0,gen_x,0,2
others,married,2426424,gen_x,1,2
white-collar,single,9332400,millennials,1,0
blue-collar,married,2748816,gen_x,1,2
white-collar,married,1951320,gen_x,1,2
blue-collar,married,8687616,gen_x,1,2
blue-collar,married,13693176,gen_x,1,2
blue-collar,married,4208064,gen_x,1,2
blue-collar,married,20548248,gen_x,1,2
white-collar,married,118776,gen_x,0,2
entrepreneur,married,4768008,millennials,1,0
blue-collar,single,1493184,millennials,1,1
white-collar,married,542976,gen-z,1,0
white-collar,single,1951320,gen-z,1,1
blue-collar,married,4309872,gen_x,1,2
white-collar,married,2443392,millennials,1,0
others,married,6498744,gen_x,0,2
white-collar,single,9654792,millennials,2,0
blue-collar,married,0,millennials,1,2
white-collar,married,63697872,gen_x,1,2
blue-collar,single,117418560,gen_x,1,1
blue-collar,married,5209176,gen_x,2,2
white-collar,married,-7143528,millennials,1,0
blue-collar,single,1018080,millennials,0,1
blue-collar,married,1136856,gen_x,1,2
white-collar,married,6821136,gen_x,1,2
white-collar,single,13574400,gen-z,0,1
white-collar,married,4055352,gen_x,2,2
blue-collar,single,7143528,gen_x,1,1
white-collar,single,2731848,gen_x,1,1
white-collar,married,4903752,gen_x,0,2
others,single,1866480,gen-z,1,1
blue-collar,married,4157160,millennials,1,2
blue-collar,married,0,gen_x,1,2
blue-collar,married,2647008,gen_x,1,2
white-collar,single,0,gen_x,1,1
white-collar,married,339360,millennials,1,0
white-collar,single,1561056,gen_x,1,1
blue-collar,married,1510152,gen_x,1,2
blue-collar,married,2816688,gen_x,1,2
white-collar,married,1747704,gen_x,1,2
blue-collar,married,-7703472,gen_x,1,2
white-collar,married,7550760,gen_x,1,2
white-collar,married,67872,gen-z,0,0
blue-collar,married,16984968,gen_x,1,2
blue-collar,single,-1170792,gen_x,1,1
white-collar,single,712656,millennials,1,0
white-collar,married,27437256,gen_x,1,2
white-collar,single,3749928,gen_x,1,1
white-collar,single,3563280,millennials,2,0
white-collar,married,0,gen_x,0,2
others,single,3139080,gen-z,1,1
others,married,14185248,gen_x,1,2
blue-collar,single,5107368,millennials,1,1
blue-collar,married,8534904,gen_x,1,2
others,married,6905976,millennials,1,0
blue-collar,single,899304,millennials,1,1
white-collar,married,39077304,gen_x,1,2
white-collar,married,2443392,gen_x,1,2
blue-collar,married,3478440,millennials,1,2
white-collar,married,5175240,millennials,1,0
blue-collar,single,4258968,gen-z,2,1
others,married,0,gen_x,1,2
white-collar,married,135744,gen-z,0,0
blue-collar,single,2358552,millennials,1,1
blue-collar,married,3122112,millennials,1,2
blue-collar,single,4038384,millennials,1,1
white-collar,married,0,millennials,0,0
blue-collar,married,0,millennials,1,2
blue-collar,married,3766896,gen_x,1,2
blue-collar,married,7024752,millennials,1,2
others,single,3783864,gen_x,1,1
white-collar,married,3342696,gen_x,0,2
blue-collar,married,-4258968,millennials,1,2
white-collar,single,-2358552,gen_x,1,1
blue-collar,married,12437544,gen_x,1,2
white-collar,single,0,gen-z,1,1
blue-collar,married,16968,gen_x,0,2
blue-collar,married,1645896,gen_x,1,2
blue-collar,single,7381080,millennials,1,1
white-collar,single,0,millennials,1,0
white-collar,single,2494296,millennials,0,0
white-collar,single,50904,gen-z,1,1
blue-collar,single,18817512,gen_x,2,1
blue-collar,married,6855072,millennials,1,2
blue-collar,married,16645608,millennials,1,2
blue-collar,single,1611960,millennials,1,1
blue-collar,married,5124336,millennials,1,2
blue-collar,single,-4920720,millennials,2,1
blue-collar,single,4394712,millennials,1,1
blue-collar,married,8942136,millennials,2,2
others,married,1730736,gen_x,1,2
white-collar,single,14796096,millennials,1,0
white-collar,single,8314320,millennials,1,0
blue-collar,single,322392,gen_x,1,1
blue-collar,married,271488,millennials,1,2
white-collar,married,6549648,gen_x,1,2
white-collar,single,9145752,millennials,1,0
white-collar,single,-5582472,gen_x,1,1
blue-collar,single,-2952432,gen-z,1,1
entrepreneur,married,1153824,gen_x,1,2
blue-collar,single,-9026976,millennials,1,1
white-collar,single,0,millennials,1,0
blue-collar,married,1085952,gen_x,1,2
blue-collar,single,24009720,millennials,1,1
white-collar,single,2494296,millennials,1,0
blue-collar,married,1221696,millennials,1,2
blue-collar,single,-3325728,millennials,1,1
blue-collar,married,12149088,millennials,1,2
white-collar,married,0,millennials,1,0
blue-collar,married,-4174128,gen_x,1,2
blue-collar,married,-3444504,gen_x,1,2
white-collar,single,4157160,millennials,2,0
blue-collar,single,5803056,millennials,1,1
white-collar,single,50904,gen-z,1,1
white-collar,married,-4208064,gen_x,2,2
blue-collar,married,6379968,millennials,1,2
blue-collar,single,6278160,gen_x,1,1
white-collar,single,10078992,gen_x,1,1
blue-collar,married,6566616,gen_x,1,2
blue-collar,married,3529344,millennials,1,2
blue-collar,married,9552984,millennials,1,2
blue-collar,single,6651456,millennials,2,1
others,married,2799720,millennials,0,0
white-collar,single,4004448,gen_x,1,1
blue-collar,married,882336,millennials,1,2
white-collar,single,21464520,millennials,1,0
blue-collar,married,11758824,millennials,1,2
white-collar,married,2002224,millennials,1,0
blue-collar,married,62085912,gen_x,1,2
blue-collar,single,407232,gen-z,1,1
white-collar,single,11419464,millennials,1,0
white-collar,married,4632264,gen_x,0,2
blue-collar,single,5548536,millennials,1,1
white-collar,single,5073432,millennials,1,0
blue-collar,married,0,millennials,1,2
blue-collar,single,1849512,millennials,1,1
white-collar,single,9366336,gen_x,0,1
blue-collar,single,8025864,millennials,1,1
others,single,7024752,millennials,1,1
blue-collar,married,2613072,gen_x,1,2
white-collar,married,5836992,millennials,1,0
white-collar,married,135744,millennials,1,0
blue-collar,married,1323504,millennials,1,2
blue-collar,married,4513488,millennials,1,2
blue-collar,married,1662864,millennials,2,2
blue-collar,married,1408344,millennials,1,2
white-collar,single,763560,millennials,1,0
others,married,135744,gen-z,1,2
white-collar,married,4462584,gen_x,1,2
blue-collar,married,5192208,millennials,1,2
white-collar,married,3953544,millennials,1,0
white-collar,single,7584696,gen_x,1,1
others,single,14796096,gen-z,1,1
blue-collar,single,-4937688,gen_x,2,1
blue-collar,married,5243112,millennials,2,2
blue-collar,married,3427536,gen_x,1,2
entrepreneur,married,950208,gen-z,2,2
blue-collar,married,3885672,gen_x,2,2
blue-collar,married,2426424,gen_x,1,2
white-collar,single,1696800,millennials,1,0
white-collar,married,5531568,gen_x,1,2
blue-collar,married,2833656,gen_x,1,2
white-collar,single,9247560,gen_x,1,1
white-collar,married,35632800,millennials,2,0
blue-collar,married,0,millennials,2,2
white-collar,married,3257856,gen_x,1,2
white-collar,married,7499856,millennials,1,0
white-collar,married,4530456,millennials,1,0
blue-collar,single,0,gen-z,1,1
blue-collar,married,6396936,gen_x,1,2
others,married,129364032,gen_x,0,2
white-collar,married,1119888,gen_x,1,2
blue-collar,married,627816,gen_x,1,2
white-collar,single,1085952,millennials,1,0
white-collar,single,576912,gen_x,1,1
white-collar,single,10638936,millennials,1,0
white-collar,married,17188584,gen_x,1,2
white-collar,single,2375520,gen_x,1,1
blue-collar,single,149708664,millennials,1,1
blue-collar,single,1645896,gen-z,1,1
blue-collar,married,84840,millennials,1,2
others,single,1255632,millennials,1,1
white-collar,married,993374592,gen_x,1,2
white-collar,married,2867592,gen_x,1,2
white-collar,married,7533792,millennials,1,0
blue-collar,single,9196656,gen-z,1,1
blue-collar,married,-3478440,millennials,1,2
white-collar,single,1900416,gen-z,1,1
blue-collar,married,661752,millennials,0,2
blue-collar,married,21515424,gen_x,1,2
blue-collar,married,-1662864,gen_x,1,2
white-collar,married,746592,millennials,2,0
others,married,-1527120,gen_x,2,2
blue-collar,married,0,millennials,0,2
blue-collar,married,-1594992,millennials,2,2
blue-collar,married,-5853960,millennials,1,2
blue-collar,married,-15814176,gen_x,1,2
blue-collar,married,339360,millennials,1,2
blue-collar,married,1527120,gen_x,1,2
white-collar,married,526008,gen_x,1,2
white-collar,single,2273712,gen-z,2,1
blue-collar,married,0,gen-z,1,2
blue-collar,married,1035048,millennials,1,2
blue-collar,married,-84840,gen_x,1,2
blue-collar,single,-763560,millennials,0,1
blue-collar,single,2647008,gen_x,2,1
blue-collar,married,9569952,millennials,1,2
white-collar,married,-101808,millennials,1,0
blue-collar,married,8959104,millennials,0,2
entrepreneur,married,25129608,gen_x,1,2
white-collar,married,34258392,millennials,0,0
white-collar,single,31475640,millennials,1,0
white-collar,married,2494296,gen-z,2,0
white-collar,married,3732960,gen_x,1,2
blue-collar,married,3359664,millennials,1,2
white-collar,married,1951320,millennials,0,0
white-collar,single,1476216,gen_x,1,1
white-collar,married,10927392,gen_x,1,2
blue-collar,married,3817800,gen-z,2,2
others,married,8517936,gen_x,1,2
blue-collar,married,-542976,millennials,1,2
blue-collar,married,1798608,millennials,1,2
white-collar,married,5107368,millennials,1,0
others,married,15373008,gen_x,1,2
white-collar,married,3173016,gen_x,1,2
blue-collar,single,14456736,gen_x,2,1
blue-collar,married,2426424,gen_x,1,2
white-collar,married,1204728,gen_x,0,2
blue-collar,married,25384128,gen_x,1,2
blue-collar,single,11928504,gen-z,1,1
blue-collar,married,12420576,gen_x,1,2
blue-collar,single,356328,gen-z,1,1
white-collar,single,4683168,gen_x,1,1
white-collar,married,0,millennials,1,0
blue-collar,married,9332400,gen_x,1,2
others,married,4547424,gen_x,1,2
others,married,-13998600,millennials,1,0
white-collar,single,2324616,millennials,2,0
others,married,712656,gen_x,2,2
white-collar,single,916272,millennials,0,0
others,single,29117088,millennials,1,1
white-collar,married,4581360,gen_x,1,2
blue-collar,married,13625304,gen_x,1,2
white-collar,single,1730736,gen-z,1,1
entrepreneur,single,3189984,millennials,1,1
white-collar,single,3512376,gen_x,1,1
blue-collar,married,24875088,gen_x,1,2
others,single,5938800,millennials,1,1
white-collar,married,2697912,gen_x,1,2
entrepreneur,married,2663976,gen_x,2,2
white-collar,married,0,millennials,0,0
white-collar,single,1544088,millennials,1,0
others,single,14405832,millennials,1,1
white-collar,married,7398048,millennials,1,0
blue-collar,single,-16968,millennials,1,1
blue-collar,married,5039496,gen_x,1,2
blue-collar,married,5310984,gen-z,2,2
blue-collar,married,5260080,millennials,1,2
white-collar,married,8059800,millennials,1,0
blue-collar,married,1035048,gen_x,1,2
blue-collar,married,23364936,gen_x,1,2
white-collar,single,950208,millennials,0,0
white-collar,married,0,gen_x,1,2
white-collar,married,1238664,gen_x,0,2
blue-collar,single,11198880,gen-z,1,1
blue-collar,married,-1340472,gen_x,1,2
blue-collar,single,9468144,gen_x,1,1
blue-collar,single,5803056,gen-z,1,1
blue-collar,married,-67872,millennials,1,2
blue-collar,married,3817800,gen_x,1,2
blue-collar,married,4530456,millennials,1,2
blue-collar,married,780528,gen_x,1,2
blue-collar,married,10588032,millennials,1,2
white-collar,single,18783576,millennials,2,0
white-collar,single,9722664,millennials,1,0
white-collar,single,6889008,millennials,1,0
blue-collar,single,3732960,gen_x,1,1
blue-collar,married,39162144,millennials,1,2
blue-collar,single,2358552,millennials,1,1
white-collar,married,6227256,millennials,1,0
entrepreneur,single,4717104,gen_x,1,1
blue-collar,married,3885672,millennials,1,2
entrepreneur,married,29218896,millennials,1,0
white-collar,married,-8484000,gen_x,1,2
white-collar,single,5226144,millennials,1,0
white-collar,single,17409168,gen_x,2,1
blue-collar,single,9298464,gen_x,1,1
blue-collar,married,6040608,millennials,2,2
white-collar,married,2782752,millennials,1,0
white-collar,married,3580248,gen_x,0,2
blue-collar,married,322392,millennials,1,2
blue-collar,married,1832544,gen_x,2,2
white-collar,married,5226144,millennials,1,0
blue-collar,single,118776,gen_x,2,1
white-collar,married,271488,millennials,2,0
blue-collar,married,14711256,millennials,1,2
blue-collar,single,4700136,gen_x,1,1
blue-collar,single,3325728,gen_x,1,1
blue-collar,single,6193320,gen-z,2,1
blue-collar,single,22228080,gen_x,0,1
white-collar,married,3156048,millennials,0,0
blue-collar,single,2511264,gen_x,1,1
blue-collar,married,14626416,gen_x,2,2
white-collar,married,6091512,gen_x,1,2
blue-collar,married,3223920,gen-z,0,2
blue-collar,married,67872,millennials,2,2
white-collar,single,0,gen_x,1,1
blue-collar,married,712656,millennials,1,2
white-collar,single,44201640,gen-z,1,1
white-collar,single,1018080,gen-z,2,1
white-collar,married,1662864,gen_x,1,2
white-collar,single,-3071208,gen_x,1,1
white-collar,married,2002224,gen_x,1,2
blue-collar,married,-254520,gen_x,1,2
others,single,11385528,gen-z,1,1
blue-collar,married,26419176,gen_x,1,2
blue-collar,married,-339360,millennials,1,2
blue-collar,married,5480664,gen_x,1,2
blue-collar,married,-2901528,gen_x,1,2
blue-collar,married,7431984,gen_x,1,2
blue-collar,married,5361888,millennials,1,2
blue-collar,single,2952432,millennials,1,1
blue-collar,married,7499856,gen_x,1,2
white-collar,married,13336848,gen_x,1,2
white-collar,single,-5378856,gen-z,1,1
blue-collar,married,11317656,gen_x,1,2
blue-collar,single,-2680944,gen-z,1,1
white-collar,married,1221696,gen_x,1,2
entrepreneur,married,984144,gen_x,1,2
blue-collar,single,6719328,gen_x,2,1
blue-collar,married,169680,gen_x,1,2
white-collar,single,48986616,millennials,1,0
white-collar,married,0,gen_x,0,2
white-collar,married,1510152,millennials,0,0
others,single,848400,gen-z,1,1
blue-collar,single,492072,millennials,1,1
blue-collar,married,7126560,gen_x,1,2
blue-collar,single,1934352,gen_x,1,1
blue-collar,married,6193320,millennials,1,2
blue-collar,single,0,gen-z,1,1
white-collar,married,-407232,gen_x,1,2
white-collar,married,12607224,gen_x,1,2
white-collar,married,0,millennials,0,0
white-collar,single,1679832,gen_x,1,1
blue-collar,married,373296,millennials,2,2
blue-collar,married,4258968,millennials,1,2
blue-collar,married,10435320,millennials,1,2
white-collar,married,2307648,millennials,1,0
blue-collar,single,36769656,gen_x,1,1
blue-collar,married,5243112,gen-z,1,2
white-collar,married,3749928,gen_x,1,2
blue-collar,married,5446728,millennials,1,2
blue-collar,married,-559944,millennials,1,2
white-collar,single,1289568,millennials,1,0
white-collar,single,712656,millennials,1,0
blue-collar,single,1289568,gen_x,1,1
white-collar,married,21939624,millennials,1,0
entrepreneur,married,8925168,gen_x,1,2
blue-collar,single,14813064,gen_x,1,1
white-collar,married,678720,gen_x,1,2
blue-collar,married,1985256,gen_x,1,2
blue-collar,single,11385528,millennials,1,1
blue-collar,married,2460360,gen-z,1,2
blue-collar,married,30661176,millennials,0,2
blue-collar,single,-3597216,gen_x,2,1
white-collar,married,2256744,gen_x,1,2
blue-collar,single,9603888,gen-z,0,1
white-collar,married,32646432,gen_x,1,2
white-collar,married,2460360,gen_x,1,2
blue-collar,married,8263416,gen_x,1,2
blue-collar,single,-967176,gen_x,1,1
blue-collar,single,1374408,millennials,1,1
white-collar,single,-3851736,millennials,1,0
white-collar,single,45983280,gen_x,2,1
blue-collar,single,1662864,gen-z,1,1
blue-collar,married,20870640,gen_x,2,2
blue-collar,married,1323504,gen_x,2,2
others,single,2324616,gen_x,2,1
blue-collar,married,6006672,gen_x,1,2
blue-collar,single,2528232,gen_x,1,1
blue-collar,single,2137968,millennials,1,1
white-collar,single,0,millennials,1,0
others,single,140257488,gen_x,1,1
blue-collar,married,865368,gen_x,1,2
blue-collar,married,4377744,gen_x,1,2
white-collar,married,1985256,gen_x,1,2
white-collar,married,3376632,gen-z,2,0
blue-collar,married,3715992,gen_x,1,2
white-collar,married,26656728,gen_x,1,2
blue-collar,married,3783864,gen_x,1,2
blue-collar,married,-1340472,millennials,0,2
blue-collar,married,5446728,gen-z,1,2
white-collar,single,42878136,gen_x,1,1
white-collar,married,84840,gen_x,1,2
blue-collar,single,339360,millennials,1,1
blue-collar,married,17731560,gen_x,2,2
blue-collar,married,16968,gen_x,1,2
white-collar,married,50904,gen-z,1,0
blue-collar,married,-933240,gen-z,1,2
